publisher-location,reference-count,publisher,short-container-title,DOI,type,source,is-referenced-by-count,title,prefix,author,member,container-title,original-title,score,subtitle,short-title,references-count,URL,subject,indexed.date-parts,indexed.date-time,indexed.timestamp,content-domain.domain,content-domain.crossmark-restriction,published-print.date-parts,created.date-parts,created.date-time,created.timestamp,deposited.date-parts,deposited.date-time,deposited.timestamp,resource.primary.URL,issued.date-parts,published.date-parts,page,volume,ISSN,issn-type,issue,language,journal-issue.issue,journal-issue.published-print.date-parts,institution,license,abstract,subtype,posted.date-parts,editor,standards-body.name,standards-body.acronym,approved.date-parts
,0,Smithsonian Institution,[],10.5479/si.00963801.2685,journal-article,Crossref,11,['A revision of the cottoid fishes of the genus Artediellus'],10.5479,"[{'given': 'Peter', 'family': 'Schmidt', 'sequence': 'first', 'affiliation': []}]",3444,['Proceedings of the United States National Museum'],[],1,[],[],0,https://doi.org/10.5479/si.00963801.2685,[],"[[2022, 10, 23]]",2022-10-23T14:31:13Z,1666535473712,[],False,[[1927]],"[[2011, 8, 9]]",2011-08-09T16:14:56Z,1312906496000,"[[2014, 7, 15]]",2014-07-15T16:48:08Z,1405442888000,https://repository.si.edu/handle/10088/15730,[[1927]],[[1927]],1-10,71,['0096-3801'],"[{'value': '0096-3801', 'type': 'print'}]",2685,en,2685,[[1927]],,,,,,,,,
"Kansas City, Mo. :",0,"Harnden Seed Co.,",[],10.5962/bhl.title.124319,monograph,Crossref,0,"[""Market gardeners' special price list of garden seeds, Jan. 5, 1921 /""]",10.5962,"[{'name': 'Harnden Seed Co.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.124319,[],"[[2022, 4, 1]]",2022-04-01T23:11:05Z,1648854665622,[],False,[[1921]],"[[2017, 1, 30]]",2017-01-30T06:00:40Z,1485756040000,"[[2017, 1, 30]]",2017-01-30T06:00:40Z,1485756040000,http://www.biodiversitylibrary.org/bibliography/124319,[[1921]],[[1921]],,,,,,,,,,,,,,,,,
"Eau Claire, Wis. :",0,"Jeff Beaver & Sons,",[],10.5962/bhl.title.150518,monograph,Crossref,0,"[""Beaver's hardy Northern Wisconsin grown strawberry plants /""]",10.5962,"[{'name': 'Jeff Beaver & Sons.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.150518,[],"[[2022, 4, 1]]",2022-04-01T23:10:14Z,1648854614376,[],False,[[1931]],"[[2018, 8, 6]]",2018-08-06T01:03:52Z,1533517432000,"[[2018, 8, 6]]",2018-08-06T01:03:52Z,1533517432000,https://www.biodiversitylibrary.org/bibliography/150518,[[1931]],[[1931]],,,,,,,,,,,,,,,,,
"Dayton, Ohio :",0,"John Siebenthaler Nurseries,",[],10.5962/bhl.title.113343,monograph,Crossref,0,['Siebenthaler Nurseries [catalog] /'],10.5962,"[{'name': 'John Siebenthaler Nurseries.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.113343,[],"[[2022, 4, 2]]",2022-04-02T00:22:00Z,1648858920166,[],False,[[1916]],"[[2016, 3, 13]]",2016-03-13T07:02:04Z,1457852524000,"[[2016, 3, 13]]",2016-03-13T07:02:04Z,1457852524000,http://www.biodiversitylibrary.org/bibliography/113343,[[1916]],[[1916]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/bhl.part.2566,journal-article,Crossref,1,['Zehn neue Curculioniden nebst Bemerkungen über bekannte'],10.5962,"[{'given': 'Romuald', 'family': 'Formánek', 'sequence': 'first', 'affiliation': []}]",3444,['Wiener entomologische Zeitung.'],[],1,[],[],0,https://doi.org/10.5962/bhl.part.2566,[],"[[2022, 4, 1]]",2022-04-01T19:56:22Z,1648842982052,[],False,[[1922]],"[[2016, 1, 14]]",2016-01-14T04:51:27Z,1452747087000,"[[2016, 1, 14]]",2016-01-14T04:51:27Z,1452747087000,http://www.biodiversitylibrary.org/part/2566,[[1922]],[[1922]],73-84,39,['1562-0891'],"[{'value': '1562-0891', 'type': 'print'}]",,,,,,,,,,,,,
"Tippecanoe City, Miami County, Ohio :",0,"Spring Hill Nurseries,",[],10.5962/bhl.title.129723,monograph,Crossref,0,"['Fall catalog 1923 : Dutch bulbs, fruit and ornamental trees for fall planting /']",10.5962,"[{'name': 'Spring Hill Nurseries.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}, {'name': 'Peter Bohlender & Sons.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.129723,[],"[[2022, 4, 1]]",2022-04-01T21:06:40Z,1648847200015,[],False,[[1923]],"[[2017, 5, 14]]",2017-05-14T01:01:47Z,1494723707000,"[[2017, 5, 14]]",2017-05-14T01:01:47Z,1494723707000,http://www.biodiversitylibrary.org/bibliography/129723,[[1923]],[[1923]],,,,,,,,,,,,,,,,,
s.l. :,0,"s.n.,",[],10.5962/bhl.title.13699,monograph,Crossref,0,"['Norman Tower Garden, Windsor Castle : catalogue of plants, &amp;., June, 1910 / Arthur J. Hubbard, gardener.']",10.5962,"[{'given': 'Arthur J.', 'family': 'Hubbard', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.13699,[],"[[2022, 4, 1]]",2022-04-01T19:30:40Z,1648841440958,[],False,[[1910]],"[[2011, 11, 18]]",2011-11-18T22:44:46Z,1321656286000,"[[2011, 11, 18]]",2011-11-18T22:45:06Z,1321656306000,http://www.biodiversitylibrary.org/bibliography/13699,[[1910]],[[1910]],,,,,,,,,,,,,,,,,
"New York,",0,"H. Holt and company,",[],10.5962/bhl.title.104410,monograph,Crossref,0,"['Our search for a wilderness; an account of two ornithological expeditions to Venezuela and to British Guiana,']",10.5962,"[{'given': 'Blair.', 'family': 'Niles', 'sequence': 'first', 'affiliation': []}, {'given': 'William', 'family': 'Beebe', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.104410,[],"[[2022, 4, 1]]",2022-04-01T19:29:22Z,1648841362053,[],False,[[1910]],"[[2015, 6, 28]]",2015-06-28T06:07:08Z,1435471628000,"[[2015, 6, 28]]",2015-06-28T06:07:08Z,1435471628000,http://www.biodiversitylibrary.org/bibliography/104410,[[1910]],[[1910]],,,,,,,,,,,,,,,,,
"Camden, N.J. :",0,"Taylor Bros.,",[],10.5962/bhl.title.153106,monograph,Crossref,0,"['Wholesale price list : grain, feed and seeds /']",10.5962,"[{'name': 'Taylor Brothers.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.153106,[],"[[2022, 4, 1]]",2022-04-01T20:00:09Z,1648843209125,[],False,[[1931]],"[[2018, 10, 14]]",2018-10-14T01:00:28Z,1539478828000,"[[2018, 10, 14]]",2018-10-14T01:00:29Z,1539478829000,https://www.biodiversitylibrary.org/bibliography/153106,[[1931]],[[1931]],,,,,,,,,,,,,,,,,
"Washington, D.C. :",0,"Edw. S. Schmid,",[],10.5962/bhl.title.87137,monograph,Crossref,0,['1895 price list of aquatics /'],10.5962,"[{'name': 'Edw. S. Schmid (Firm)', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.87137,[],"[[2022, 4, 6]]",2022-04-06T03:48:05Z,1649216885438,[],False,[[1895]],"[[2014, 8, 17]]",2014-08-17T02:01:53Z,1408240913000,"[[2014, 8, 17]]",2014-08-17T02:01:53Z,1408240913000,http://www.biodiversitylibrary.org/bibliography/87137,[[1895]],[[1895]],,,,,,,,,,,,,,,,,
"Whitewater, WI :",0,"Whitewater Register Steam Job Print.,",[],10.5962/bhl.title.7999,monograph,Crossref,0,['Tabular view and key of the more common families of insects : with check tablets / prepared by L. C. Wooster.'],10.5962,"[{'given': 'L. C.', 'family': 'Wooster', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.7999,[],"[[2022, 4, 1]]",2022-04-01T23:42:35Z,1648856555133,[],False,[[1879]],"[[2011, 11, 18]]",2011-11-18T20:39:37Z,1321648777000,"[[2011, 11, 18]]",2011-11-18T20:39:56Z,1321648796000,http://www.biodiversitylibrary.org/bibliography/7999,[[1879]],[[1879]],,,,,,,,,,,,,,,,,
Petrograd :,0,"Akademiia nauk,",[],10.5962/bhl.title.11801,monograph,Crossref,1,['Presmykaiushchiiasia (Reptilia) = Reptiles (Reptilia) / A.M. Nikolskii.'],10.5962,"[{'given': 'A. M.', 'family': 'Nikolskii', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.11801,[],"[[2022, 4, 1]]",2022-04-01T23:53:45Z,1648857225290,[],False,[[1915]],"[[2011, 11, 18]]",2011-11-18T22:09:13Z,1321654153000,"[[2011, 11, 18]]",2011-11-18T22:09:33Z,1321654173000,http://www.biodiversitylibrary.org/bibliography/11801,[[1915]],[[1915]],,,,,,,,,,,,,,,,,
S.l. :,0,"s.n.,",[],10.5962/bhl.title.57591,monograph,Crossref,0,['A laboratory manual in systematic pomology : an effort to place before the students of pomology in the Michigan agricultural college a means by which an intimate and accurate knowledge of polomogy may be acquired /'],10.5962,"[{'given': 'U. P.', 'family': 'Hedrick', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.57591,[],"[[2022, 4, 1]]",2022-04-01T23:54:37Z,1648857277833,[],False,[[1903]],"[[2012, 1, 12]]",2012-01-12T07:51:11Z,1326354671000,"[[2012, 1, 12]]",2012-01-12T07:51:45Z,1326354705000,http://www.biodiversitylibrary.org/bibliography/57591,[[1903]],[[1903]],,,,,,,,,,,,,,,,,
"Mt Holly, N.J. :",0,"Chas. B. Hornor & Son,",[],10.5962/bhl.title.96305,monograph,Crossref,0,['Wholesale catalogue : shade and ornamental nursery stock /'],10.5962,"[{'name': 'Chas. B. Hornor & Son.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.96305,[],"[[2022, 4, 1]]",2022-04-01T23:46:18Z,1648856778372,[],False,[[1902]],"[[2014, 11, 23]]",2014-11-23T02:01:52Z,1416708112000,"[[2014, 11, 23]]",2014-11-23T02:01:52Z,1416708112000,http://www.biodiversitylibrary.org/bibliography/96305,[[1902]],[[1902]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/p.309945,journal-article,Crossref,0,['An attack by a Hoopoe Upupa epops on a Guttural Toad Amietophrynus gutturalis'],10.5962,"[{'given': 'Gerrut', 'family': 'Norval', 'sequence': 'first', 'affiliation': []}, {'given': 'Dirk', 'family': 'Stevens', 'sequence': 'additional', 'affiliation': []}]",3444,['Bulletin of the African Bird Club'],[],1,[],[],0,https://doi.org/10.5962/p.309945,[],"[[2022, 4, 1]]",2022-04-01T20:02:11Z,1648843331756,[],False,"[[2011, 9]]","[[2021, 4, 3]]",2021-04-03T05:00:20Z,1617426020000,"[[2021, 4, 3]]",2021-04-03T05:00:20Z,1617426020000,https://www.biodiversitylibrary.org/part/309945,"[[2011, 9]]","[[2011, 9]]",215-216,18,['1352-481X'],"[{'value': '1352-481X', 'type': 'print'}]",2,,2,[[2011]],,,,,,,,,
London :,0,"G. Bell and sons,",[],10.5962/bhl.title.119404,monograph,Crossref,0,['A natural history of the nests and eggs of British birds /'],10.5962,"[{'given': 'F. O.', 'family': 'Morris', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.119404,[],"[[2022, 4, 4]]",2022-04-04T08:43:43Z,1649061823604,[],False,[[1875]],"[[2016, 8, 1]]",2016-08-01T11:21:31Z,1470050491000,"[[2016, 8, 1]]",2016-08-01T11:21:31Z,1470050491000,http://www.biodiversitylibrary.org/bibliography/119404,[[1875]],[[1875]],,,,,,,,,,,,,,,,,
London :,0,"Cassell,",[],10.5962/bhl.title.15608,monograph,Crossref,0,['The Carnation manual / edited and issued by the National Carnation and Picotee Society (Southern Section).'],10.5962,"[{'name': 'National Carnation and Picotee Society (Great Britain).', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.15608,[],"[[2022, 4, 4]]",2022-04-04T09:16:00Z,1649063760216,[],False,[[1892]],"[[2011, 11, 22]]",2011-11-22T10:40:06Z,1321958406000,"[[2011, 11, 22]]",2011-11-22T10:40:27Z,1321958427000,http://www.biodiversitylibrary.org/bibliography/15608,[[1892]],[[1892]],,,,,,,,,,,,,,,,,
"North Abington, Massachusetts :",0,"Littlefield-Wyman Nurseries,",[],10.5962/bhl.title.135757,monograph,Crossref,0,['Price list : spring 1926 /'],10.5962,"[{'name': 'Littlefield-Wyman Nurseries.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.135757,[],"[[2022, 4, 4]]",2022-04-04T06:05:13Z,1649052313924,[],False,[[1926]],"[[2017, 8, 20]]",2017-08-20T01:01:21Z,1503190881000,"[[2017, 8, 20]]",2017-08-20T01:01:21Z,1503190881000,http://www.biodiversitylibrary.org/bibliography/135757,[[1926]],[[1926]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/bhl.part.14617,journal-article,Crossref,1,"['Erinaceus Dauuricus Sundevall, 1842 (Mammalia, Insectivora): Proposed Conservation Under The Plenary Powers. Z.n.(S.) 2222']",10.5962,"[{'given': 'G B', 'family': 'Corbet', 'sequence': 'first', 'affiliation': []}]",3444,['The Bulletin of zoological nomenclature.'],[],1,[],[],0,https://doi.org/10.5962/bhl.part.14617,[],"[[2022, 4, 4]]",2022-04-04T06:08:49Z,1649052529564,[],False,[[1978]],"[[2016, 1, 14]]",2016-01-14T08:20:31Z,1452759631000,"[[2016, 1, 14]]",2016-01-14T08:20:31Z,1452759631000,http://www.biodiversitylibrary.org/part/14617,[[1978]],[[1978]],123-124,35,['0007-5167'],"[{'value': '0007-5167', 'type': 'print'}]",,,,,,,,,,,,,
"Fremont, Neb. :",0,"Yager Nursery & Seed Co.,",[],10.5962/bhl.title.129514,monograph,Crossref,0,['Yager seed &amp; nursery stock /'],10.5962,"[{'name': 'Yager Nursery and Seed Co.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.129514,[],"[[2022, 4, 1]]",2022-04-01T01:05:57Z,1648775157265,[],False,[[1923]],"[[2017, 5, 14]]",2017-05-14T05:00:20Z,1494738020000,"[[2017, 5, 14]]",2017-05-14T05:00:20Z,1494738020000,http://www.biodiversitylibrary.org/bibliography/129514,[[1923]],[[1923]],,,,,,,,,,,,,,,,,
"New York,",0,"McBride, Winston & co.,",[],10.5962/bhl.title.41983,monograph,Crossref,0,"['The garden primer; a practical handbook on the elements of gardening for beginners,']",10.5962,"[{'given': 'Grace. [from old catalog]', 'family': 'Tabor', 'sequence': 'first', 'affiliation': []}, {'given': 'Gardner Callahan', 'family': 'Teall', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.41983,[],"[[2022, 4, 1]]",2022-04-01T03:10:17Z,1648782617057,[],False,[[1910]],"[[2011, 11, 23]]",2011-11-23T12:17:12Z,1322050632000,"[[2011, 11, 23]]",2011-11-23T12:17:27Z,1322050647000,http://www.biodiversitylibrary.org/bibliography/41983,[[1910]],[[1910]],,,,,,,,,,,,,,,,,
"Christiania,",0,"Grøndahl & søns bogtrykkeri,",[],10.5962/bhl.title.99416,monograph,Crossref,0,"['Om arbeiderforholdene i landbruget. Foredrag ved den 2den nordiske Landbrugskongres i Stockholm den 20 de juli 1897,']",10.5962,"[{'given': 'Jonas', 'family': 'Smitt', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.99416,[],"[[2022, 4, 4]]",2022-04-04T04:33:24Z,1649046804147,[],False,[[1897]],"[[2015, 4, 3]]",2015-04-03T10:04:59Z,1428055499000,"[[2015, 4, 3]]",2015-04-03T10:04:59Z,1428055499000,http://www.biodiversitylibrary.org/bibliography/99416,[[1897]],[[1897]],,,,,,,,,,,,,,,,,
,0,International Virtual Observatory Alliance,[],10.5479/ads/bib/2007ivoa.spec.0402m,standard,Crossref,0,['The UCD1+ controlled vocabulary Version 1.23'],10.5479,"[{'given': 'Andrea', 'family': 'Preite Martinez', 'sequence': 'first', 'affiliation': []}, {'given': 'Sebastien', 'family': 'Derriere', 'sequence': 'additional', 'affiliation': []}, {'given': 'Nausicaa', 'family': 'Delmotte', 'sequence': 'additional', 'affiliation': []}, {'given': 'Norman', 'family': 'Gray', 'sequence': 'additional', 'affiliation': []}, {'given': 'Robert', 'family': 'Mann', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jonathan', 'family': 'McDowell', 'sequence': 'additional', 'affiliation': []}, {'given': 'Thomas', 'family': 'Mc Glynn', 'sequence': 'additional', 'affiliation': []}, {'given': 'François', 'family': 'Ochsenbein', 'sequence': 'additional', 'affiliation': []}, {'given': 'Pedro', 'family': 'Osuna', 'sequence': 'additional', 'affiliation': []}, {'given': 'Guy', 'family': 'Rixon', 'sequence': 'additional', 'affiliation': []}, {'given': 'Roy', 'family': 'Williams', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5479/ads/bib/2007ivoa.spec.0402m,[],"[[2022, 3, 31]]",2022-03-31T19:55:54Z,1648756554754,[],False,,"[[2019, 5, 17]]",2019-05-17T16:44:31Z,1558111471000,"[[2019, 5, 17]]",2019-05-17T16:44:42Z,1558111482000,http://ui.adsabs.harvard.edu/abs/2007ivoa.spec.0402M/abstract,[[None]],,,,,,,,,,,,,,,"[{'given': 'Andrea', 'family': 'Preite Martinez', 'sequence': 'first', 'affiliation': []}, {'given': 'Sebastien', 'family': 'Derriere', 'sequence': 'additional', 'affiliation': []}]",International Virtual Observatory Alliance,IVOA,"[[2007, 4]]"
"[Washington, D.C.] :",0,"[United States Department of Agriculture], Forest Service,",[],10.5962/bhl.title.124978,monograph,Crossref,0,['Improve your farm woods /'],10.5962,"[{'name': 'United States.', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.124978,[],"[[2022, 4, 4]]",2022-04-04T06:06:46Z,1649052406481,[],False,[[1933]],"[[2017, 2, 13]]",2017-02-13T01:02:19Z,1486947739000,"[[2017, 2, 13]]",2017-02-13T01:02:19Z,1486947739000,http://www.biodiversitylibrary.org/bibliography/124978,[[1933]],[[1933]],,,,,,,,,,,,,,,,,
"Victoria, B.C. :",0,"Bureau of Provincial Information,",[],10.5962/bhl.title.131271,monograph,Crossref,0,['The timber and pulp wood industries of British Columbia /'],10.5962,"[{'name': 'British Columbia.', 'sequence': 'first', 'affiliation': []}, {'name': 'Vancouver Tourist Association', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.131271,[],"[[2022, 4, 4]]",2022-04-04T05:10:20Z,1649049020347,[],False,[[1905]],"[[2017, 6, 11]]",2017-06-11T05:03:18Z,1497157398000,"[[2017, 6, 11]]",2017-06-11T05:03:18Z,1497157398000,http://www.biodiversitylibrary.org/bibliography/131271,[[1905]],[[1905]],,,,,,,,,,,,,,,,,
"Auburn, N.Y. :",0,"Smith-Dewitt Seed Co.,",[],10.5962/bhl.title.134512,monograph,Crossref,0,"[""Smith's choice : oriental and domestic novelties : [catalog] /""]",10.5962,"[{'name': 'Smith-Dewitt Seed Co.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.134512,[],"[[2022, 3, 31]]",2022-03-31T23:55:18Z,1648770918914,[],False,[[1925]],"[[2017, 8, 6]]",2017-08-06T05:03:22Z,1501995802000,"[[2017, 8, 6]]",2017-08-06T05:03:22Z,1501995802000,http://www.biodiversitylibrary.org/bibliography/134512,[[1925]],[[1925]],,,,,,,,,,,,,,,,,
"Painesville, Ohio :",0,"Storrs and Harrison Co.,",[],10.5962/bhl.title.96290,monograph,Crossref,0,['Spring 1902 /'],10.5962,"[{'name': 'Storrs & Harrison Co.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.96290,[],"[[2022, 3, 31]]",2022-03-31T20:37:43Z,1648759063312,[],False,[[1902]],"[[2014, 11, 23]]",2014-11-23T07:00:53Z,1416726053000,"[[2014, 11, 23]]",2014-11-23T07:00:53Z,1416726053000,http://www.biodiversitylibrary.org/bibliography/96290,[[1902]],[[1902]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/p.319258,journal-article,Crossref,0,"['Tawny Thrush, Turdus wilsonii, Bonap. [Pl. 145]']",10.5962,"[{'given': 'John James', 'family': 'Audubon', 'sequence': 'first', 'affiliation': []}]",3444,['The birds of America : from drawings made in the United States and their territories'],[],1,[],[],0,https://doi.org/10.5962/p.319258,[],"[[2022, 4, 4]]",2022-04-04T07:11:00Z,1649056260275,[],False,[[1841]],"[[2021, 8, 24]]",2021-08-24T05:02:12Z,1629781332000,"[[2021, 8, 24]]",2021-08-24T05:02:12Z,1629781332000,https://www.biodiversitylibrary.org/part/319258,[[1841]],[[1841]],27-29,3,,,,,,,,,,,,,,,
[France :,0,"s.n.],",[],10.5962/bhl.title.160246,monograph,Crossref,0,"['Langage des fleurs, ou, Histoires morales /']",10.5962,"[{'given': 'H.', 'family': 'Duru', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.160246,[],"[[2022, 4, 1]]",2022-04-01T19:52:25Z,1648842745937,[],False,[[1830]],"[[2019, 8, 18]]",2019-08-18T05:00:16Z,1566104416000,"[[2019, 8, 18]]",2019-08-18T05:00:16Z,1566104416000,https://www.biodiversitylibrary.org/bibliography/160246,[[1830]],[[1830]],,,,,,,,,,,,,,,,,
"Torino,",0,"Giuseppe Cassone,",[],10.5962/bhl.title.6118,monograph,Crossref,0,"['Flora medico-farmaceutica, compilata dal dottore ... Felice Cassone ...']",10.5962,"[{'given': 'Felice', 'family': 'Cassone', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.6118,[],"[[2022, 4, 1]]",2022-04-01T21:31:23Z,1648848683925,[],False,[[1847]],"[[2011, 11, 18]]",2011-11-18T20:13:17Z,1321647197000,"[[2011, 11, 18]]",2011-11-18T20:13:36Z,1321647216000,http://www.biodiversitylibrary.org/bibliography/6118,[[1847]],[[1847]],,,,,,,,,,,,,,,,,
London :,0,"Chapman and Hall,",[],10.5962/bhl.title.25933,monograph,Crossref,0,['Sport / by W. Bromley-Davenport ; illustrated by Henry Hope Crealocke.'],10.5962,"[{'given': 'William', 'family': 'Bromley-Davenport', 'sequence': 'first', 'affiliation': []}, {'given': 'Henry Hope', 'family': 'Crealocke', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.25933,[],"[[2022, 4, 1]]",2022-04-01T21:46:40Z,1648849600717,[],False,[[1885]],"[[2011, 11, 22]]",2011-11-22T15:33:19Z,1321975999000,"[[2011, 11, 22]]",2011-11-22T15:33:34Z,1321976014000,http://www.biodiversitylibrary.org/bibliography/25933,[[1885]],[[1885]],,,,,,,,,,,,,,,,,
"Upper Darby, Pa. :",0,"Northeastern Forest Experiment Station,",[],10.5962/bhl.title.84489,monograph,Crossref,0,['Trees-- helping to clean our air??'],10.5962,"[{'name': 'Northeastern Forest Experiment Station (Radnor, Pa.)', 'sequence': 'first', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.84489,[],"[[2022, 4, 1]]",2022-04-01T02:43:04Z,1648780984993,[],False,[[1977]],"[[2014, 6, 24]]",2014-06-24T06:00:57Z,1403589657000,"[[2014, 6, 24]]",2014-06-24T06:00:57Z,1403589657000,http://www.biodiversitylibrary.org/bibliography/84489,[[1977]],[[1977]],,,,,,,,,,,,,,,,,
"Marysville, California :",0,"Donald Morse Nursery,",[],10.5962/bhl.title.133707,monograph,Crossref,0,"['Price list : January 1, 1925 /']",10.5962,"[{'name': 'Donald Morse Nursery.', 'sequence': 'first', 'affiliation': []}, {'name': 'Henry G. Gilbert Nursery and Seed Trade Catalog Collection.', 'sequence': 'additional', 'affiliation': []}]",3444,[],[],1,[],[],0,https://doi.org/10.5962/bhl.title.133707,[],"[[2022, 4, 1]]",2022-04-01T02:39:25Z,1648780765435,[],False,[[1925]],"[[2017, 7, 26]]",2017-07-26T13:45:00Z,1501076700000,"[[2017, 7, 29]]",2017-07-29T05:10:18Z,1501305018000,http://www.biodiversitylibrary.org/bibliography/133707,[[1925]],[[1925]],,,,,,,,,,,,,,,,,
,0,Smithsonian Institution,[],10.5962/p.321505,journal-article,Crossref,0,['Native and Foreign Trees'],10.5962,,3444,"['Bulletin of popular information - Arnold Arboretum, Harvard University.']",[],1,[],[],0,https://doi.org/10.5962/p.321505,[],"[[2022, 4, 1]]",2022-04-01T00:27:15Z,1648772835738,[],False,"[[1924, 7, 17]]","[[2021, 9, 17]]",2021-09-17T06:48:42Z,1631861322000,"[[2021, 9, 17]]",2021-09-17T06:48:43Z,1631861323000,https://www.biodiversitylibrary.org/part/321505,"[[1924, 7, 17]]","[[1924, 7, 17]]",49-52,10,['0196-6057'],"[{'value': '0196-6057', 'type': 'print'}]",13,,13,"[[1924, 7, 17]]",,,,,,,,,
